User Registration Data,,,,
UserID,Gender,Paid/Unpaid,Education,NRI
UI-0839-QNXME,Female,No,No,0
UI-3506-OVLKD,Male,No,No,0
UI-9172-ANCRX,Female,No,No,0
UI-6650-VJONK,Male,No,No,0
UI-2178-PMGCJ,Male,No,No,0
UI-7492-TAFJD,Male,Yes,Yes,0
UI-2773-MADBQ,Female,No,No,0
UI-6016-LVTJQ,Female,Yes,Yes,0
UI-7860-KSUGX,Male,Yes,Yes,0
UI-8966-KZXXA,Male,Yes,Yes,0
UI-6910-HADCM,Female,No,No,0
UI-4816-LXZYW,Female,No,No,0
UI-9606-PBKBQ,Male,Yes,No,1
UI-5149-QYTTU,Female,Yes,Yes,0
UI-2070-XYMFH,Female,No,No,1
UI-2085-BOJKI,Male,Yes,No,0
UI-0817-HSUSE,Male,No,No,0
UI-5442-PPTJY,Male,Yes,Yes,0
UI-1927-QEWMY,Female,Yes,No,0
UI-1663-MHLHE,Male,No,No,0
UI-5663-QBGIS,Male,Yes,No,1
UI-4450-MDZFX,Male,Yes,Yes,0
UI-6701-DHKWQ,Female,Yes,Yes,0
UI-7554-AKDQF,Female,Yes,No,0
UI-3536-IQCTX,Male,Yes,No,1
UI-4911-BANWH,Female,No,Yes,0
UI-8496-EJAUI,Male,No,No,0
UI-0794-YVSGE,Male,Yes,Yes,0
UI-5423-BHIXO,Female,No,No,0
UI-6908-VVYHM,Male,Yes,No,0
UI-2959-EEXWB,Female,Yes,Yes,0
UI-1839-UMACK,Male,No,No,0
UI-3030-YDNRM,Male,No,No,0
UI-7321-KKSDU,Male,No,Yes,0
UI-3402-XRIUO,Female,Yes,No,1
UI-3132-TVFDZ,Male,Yes,No,1
UI-8286-AFUYI,Male,No,No,0
UI-8080-DDEMJ,Male,No,No,1
UI-8356-WUAOJ,Female,Yes,No,0
UI-6365-MTGZX,Male,No,No,0
UI-1349-WXNGG,Male,No,No,0
UI-8058-DMYRU,Male,No,No,1
UI-9350-ZXYJC,Female,No,No,0
UI-6990-YNRIO,Male,Yes,Yes,0
UI-8958-JPTRR,Female,Yes,No,0
UI-6959-GQEGV,Male,No,No,0
UI-3173-WSSUE,Female,Yes,Yes,0
UI-1265-HVPZB,Male,Yes,No,0
UI-4115-UMJFQ,Male,No,No,0
UI-7369-TRPFD,Male,No,No,0
UI-1098-KFQEC,Female,Yes,Yes,0
UI-7190-XHTWJ,Female,No,No,0
UI-0621-TWIEM,Male,No,No,0
UI-3537-RYBHH,Female,Yes,No,1
UI-2485-ITVKB,Female,Yes,No,0
UI-3669-OYSJI,Male,No,No,0
UI-1612-EOHDH,Female,No,No,0
UI-6702-OHFWR,Male,No,No,1
UI-5296-BFCYD,Male,Yes,Yes,0
UI-4510-PYUSH,Female,No,No,1
UI-9359-JANWS,Female,Yes,No,0
UI-7517-SAWMO,Female,Yes,No,0
UI-4143-HHPMK,Male,No,No,0
UI-3279-DYZQM,Male,Yes,Yes,0
UI-7054-LGEQW,Female,No,No,0
UI-0523-VNGTF,Female,No,No,1
UI-9575-IWCAZ,Male,Yes,No,0
UI-7105-MXJLL,Female,Yes,No,1
UI-7064-FRRSW,Male,No,No,1
UI-7940-UQQUG,Female,Yes,Yes,0
UI-0923-PNFUB,Female,No,No,0
UI-3961-SXAXY,Male,No,No,0
UI-7010-BRBUU,Male,Yes,Yes,0
UI-3566-HJGPK,Male,No,No,0
UI-3062-ICYZQ,Female,Yes,Yes,0
UI-9938-PRCVK,Female,Yes,Yes,0
UI-0973-KYVNF,Female,Yes,Yes,0
UI-5129-HHMZC,Female,Yes,No,0
UI-9637-CDTKZ,Male,Yes,No,0
UI-3946-JEWRQ,Male,Yes,No,0
UI-7873-CVMAW,Male,No,No,0
UI-0463-WZZKO,Male,No,No,0
UI-3494-JCHRQ,Male,No,No,0
UI-6474-FVJLC,Male,No,No,0
UI-4524-QCSSM,Male,No,No,0
UI-5832-EXGTT,Male,Yes,Yes,0
UI-8840-DQLGN,Female,Yes,No,1
UI-2039-JONDJ,Male,No,No,0
UI-7217-JYHOQ,Male,Yes,Yes,0
UI-6695-FRVEC,Male,Yes,Yes,0
UI-4547-LYTDD,Female,No,No,0
UI-9894-QMIMJ,Female,No,No,0
UI-8069-YQQAJ,Male,No,No,0
UI-6770-XUAGN,Female,Yes,Yes,0
UI-4193-ORFCL,Female,No,No,1
UI-1636-NTNCO,Male,No,No,1
UI-3466-WAESX,Male,No,Yes,0
UI-9281-PKKZE,Female,Yes,No,0
UI-3638-VBZTA,Male,No,Yes,0
UI-7459-IMVYU,Male,No,No,0
UI-7776-QWNFX,Male,Yes,No,1
UI-6689-TCZHQ,Female,No,No,1
UI-8563-OYMQY,Male,No,No,0
UI-0754-EEBDC,Male,Yes,Yes,0
UI-5777-ZPQNC,Female,No,No,0
UI-1951-IEYXM,Male,Yes,Yes,0
UI-3318-NMQXL,Male,No,No,0
UI-3143-ILDAL,Male,No,No,0
UI-1022-RKXDR,Female,No,No,0
UI-2361-FJWNO,Male,No,No,0
UI-2272-UOINI,Female,No,No,0
UI-8232-UTFOZ,Male,No,No,0
UI-3750-YHRYO,Male,Yes,Yes,0
UI-6637-KYRCV,Female,Yes,Yes,0
UI-5668-MEISB,Female,Yes,Yes,0
UI-0129-QMPDR,Male,Yes,Yes,0
UI-7188-CBBBA,Female,No,No,0
UI-5356-CSVSQ,Female,No,No,0
UI-3221-CJMSG,Male,No,No,0
UI-4720-VSTSI,Female,No,No,0
UI-3219-JQRSL,Female,Yes,No,1
UI-2801-NISEI,Male,No,No,0
UI-3946-MHCZW,Male,No,No,0
UI-4623-ZKHLY,Male,Yes,No,0
UI-6732-VAILE,Male,Yes,Yes,0
UI-8201-AAXCB,Male,Yes,Yes,0
UI-7696-CFTAT,Male,Yes,Yes,0
UI-1845-CSBRZ,Female,Yes,Yes,1
UI-2123-VSCOT,Female,Yes,Yes,0
UI-6651-AZVTJ,Male,Yes,Yes,0
UI-4566-GOLUK,Male,Yes,Yes,0
UI-2484-DGXPZ,Female,Yes,Yes,0
UI-2018-QKYGT,Male,Yes,Yes,0
UI-2792-VPPET,Male,No,No,0
UI-7409-JURKQ,Female,Yes,No,0
UI-3247-MHJKM,Male,No,No,0
UI-1964-SVLEA,Male,No,No,0
UI-4587-NUKOX,Female,No,No,0
UI-7297-DVYGA,Female,No,No,0
UI-2239-CGBUZ,Female,Yes,No,0
UI-0854-UYHZD,Female,Yes,Yes,0
UI-7243-LCGGZ,Female,No,No,0
UI-8267-KFGYD,Male,No,Yes,0
UI-4890-VMUAV,Male,No,No,0
UI-9261-WDCAF,Male,No,No,0
UI-3764-MNMOI,Male,No,No,0
UI-7442-YGZFK,Male,No,No,0
UI-0420-BWTPW,Male,No,Yes,0
UI-8229-BUJHX,Female,Yes,Yes,0
UI-7449-HVPIV,Male,Yes,Yes,0
UI-5504-WSIUR,Female,No,No,0
UI-8183-ONMXC,Female,No,No,0
UI-8466-PZBLH,Male,Yes,Yes,0
UI-9614-RMGHA,Male,Yes,No,0
UI-8735-IJJEG,Male,Yes,No,0
UI-0564-MUUQK,Female,Yes,Yes,0
UI-5054-IEXZT,Male,No,Yes,0
UI-5834-ASPWA,Male,No,No,0
UI-0701-RFGFI,Female,Yes,Yes,0
UI-0019-EFAEP,Female,No,No,0
UI-5619-PTMIK,Female,Yes,No,0
UI-3737-XBQDD,Male,No,No,0
UI-5882-CMAZQ,Female,Yes,Yes,0
UI-5846-QFDFI,Female,Yes,Yes,0
UI-4445-KWOKW,Female,No,No,0
UI-3511-APPBJ,Male,No,No,0
UI-7967-HYCDE,Male,No,No,0
UI-2430-RRYUW,Male,No,No,0
UI-3948-XHGNA,Male,No,No,0
UI-3723-BFBGR,Male,No,No,1
UI-0565-IYCGT,Male,No,No,0
UI-5447-WZAFP,Female,No,No,0
UI-5110-CHOPY,Female,No,No,0
UI-5445-UTODQ,Female,Yes,No,0
UI-4425-OWHWB,Female,No,No,0
UI-7892-QVYKW,Female,Yes,Yes,0
UI-9675-ICXCT,Male,Yes,Yes,0
UI-1024-VRZHF,Male,Yes,No,0
UI-4703-MQYKT,Male,No,No,0
UI-9497-QCMMS,Male,No,No,1
UI-5692-ICXLW,Male,No,No,1
UI-0602-DDUML,Female,No,No,0
UI-2208-MPXIO,Female,Yes,Yes,0
UI-1960-UYCNN,Male,No,No,0
UI-0348-SDKOL,Female,Yes,No,0
UI-3190-FZATL,Male,No,Yes,0
UI-7336-RLLRH,Male,Yes,No,0
UI-4373-MAVJG,Female,Yes,Yes,0
UI-8901-HJXTF,Female,Yes,Yes,0
UI-7710-JSYOA,Female,Yes,Yes,0
UI-5419-KLXBN,Female,Yes,Yes,0
UI-3424-NMNBO,Male,Yes,No,1
UI-9885-MFVSU,Female,Yes,Yes,0
UI-4514-GFCFI,Female,No,No,1
UI-0607-MVMGC,Male,Yes,Yes,0
UI-3365-SAIGS,Female,No,No,0
UI-9828-AOQLM,Female,Yes,Yes,0
UI-8022-BECSI,Male,No,No,0
UI-8000-REIQB,Female,No,No,1
UI-9993-LHIEB,Male,Yes,Yes,0
UI-0266-CLZKZ,Female,Yes,Yes,0
UI-7615-ESMYF,Female,Yes,No,0
UI-3858-VOBET,Male,No,No,0
UI-7020-OZKXZ,Female,No,No,1
UI-3977-QCRSL,Female,No,No,0
UI-0017-DINOC,Male,No,No,0
UI-1447-PJGGA,Female,No,No,0
UI-8565-CLBZW,Male,No,No,0
UI-9139-WQQDY,Female,Yes,Yes,0
UI-0224-HJAPT,Male,No,No,0
UI-8086-OVPWV,Male,No,No,0
UI-9430-FRQOC,Female,No,Yes,0
UI-7639-OPLNG,Male,Yes,Yes,0
UI-3074-GQWYX,Male,No,No,0
UI-1492-QGCLU,Male,Yes,Yes,0
UI-6845-RGTYS,Female,Yes,No,0
UI-7328-OWMOM,Female,No,Yes,0
UI-4418-LZMSV,Male,Yes,Yes,0
UI-5155-AZQPB,Female,Yes,Yes,0
UI-8861-HGGKB,Female,No,No,0
UI-1087-GRUYI,Male,Yes,No,0
UI-7065-YUNRY,Female,No,No,0
UI-7694-VLBWQ,Male,Yes,No,0
UI-2546-KZAAT,Male,Yes,No,0
UI-0181-RITDD,Male,Yes,Yes,0
UI-5989-PGKJB,Female,No,No,0
UI-4795-KTRTH,Female,Yes,No,1
UI-8272-ONJLV,Male,No,No,0
UI-1488-PBLJN,Female,Yes,Yes,0
UI-0308-GIQJT,Male,No,No,1
UI-3778-FOAQW,female,Yes,No,0
UI-4452-ROHMO,female,No,No,0
UI-6481-OGDOO,Male,Yes,No,0
UI-3090-LETTY,Male,No,Yes,0
UI-5349-AZPEW,female,Yes,Yes,0
UI-3753-TSEMP,Female,Yes,No,0
UI-8305-VHZBZ,Male,No,No,0
UI-9720-JJJOR,Male,Yes,Yes,0
UI-8100-HZZLJ,Female,No,Yes,0
UI-8775-ERLNB,Male,Yes,No,1
UI-8309-IEYJD,Female,No,No,1
UI-9172-JITSM,Female,Yes,Yes,0
UI-6298-QDFNH,Male,No,No,0
UI-7398-HPYZQ,Male,Yes,No,0
UI-3546-GHEAE,Male,No,No,0
UI-7361-YPXFS,Female,No,No,1
UI-6557-BZXLQ,Male,No,No,1
UI-2550-QHZGP,Male,No,No,0
UI-7519-JTWQH,Female,No,No,0
UI-2538-OIMXF,Female,No,Yes,0
UI-8543-MSDMF,Male,No,No,0
UI-9961-JBNMK,Male,No,No,1
UI-1170-SASML,Female,Yes,No,0
UI-4872-JCVCA,Female,Yes,No,0
UI-5346-BZCHP,Female,Yes,Yes,0
UI-2038-LLMLM,Female,No,No,0
UI-6173-ITPWD,Male,Yes,No,0
UI-9734-UYXQI,Female,No,No,0
UI-1216-BGTSP,Male,No,No,0
UI-4138-NAXED,Male,No,No,0
UI-2189-UXTKY,Female,Yes,No,0
UI-0744-BIKKF,Male,No,No,0
UI-7483-IQWIB,Male,Yes,Yes,0
UI-5248-KWLAR,Male,Yes,Yes,0
UI-4958-GZWIY,Male,Yes,Yes,0
UI-7996-MHXLW,Female,No,No,0
UI-7833-PKIHD,Male,Yes,Yes,0
UI-7061-OVMIM,Female,Yes,Yes,0
UI-5153-RTHKF,Female,No,No,0
UI-1852-QSWCD,Male,Yes,Yes,0
UI-4832-VRBMR,Male,Yes,No,1
UI-9079-LWTFD,Male,No,No,0
UI-6356-ELRKD,Female,No,No,0
UI-8624-GIOUT,Female,No,No,0
UI-3392-EHMNK,Female,Yes,Yes,0
UI-5986-WWXDV,Male,No,Yes,0
UI-3061-BCKYI,Male,No,No,0
UI-6179-GJPSO,Female,No,No,1
UI-7901-TBKJX,Male,No,No,1
UI-7228-PAQPD,Female,No,No,0
UI-3177-LASXD,Female,No,No,0
UI-7746-QYVCO,Male,Yes,Yes,0
UI-5804-HYIEZ,Male,Yes,Yes,0
UI-9919-FZDED,Male,Yes,No,1
UI-5934-TSSAU,Female,Yes,Yes,0
UI-3486-KHMLI,Male,No,Yes,0
UI-4897-QSUYC,Female,No,No,0
UI-1084-UQCHV,Male,No,Yes,0
UI-8290-YWKHZ,Female,Yes,No,1
UI-2955-BJZHG,Male,Yes,Yes,0
UI-3806-DXQOM,Female,No,No,0
UI-6784-XYJAE,Female,No,No,0
UI-3933-DQPWX,Female,No,No,0
UI-6661-EIPZC,Female,Yes,Yes,0
UI-8957-THMOA,Female,No,Yes,0
UI-2251-PYLPB,Male,Yes,No,0
UI-5555-RNPGT,Male,No,Yes,0
UI-1057-FOGLZ,Female,No,No,0
UI-9300-RENDD,Male,No,No,0
UI-0761-AETCS,Female,No,No,0
UI-8087-LGYHQ,Male,No,No,0
UI-4137-BTIKL,Male,No,No,0
UI-2190-BCXEC,Female,Yes,No,0
UI-6227-FBDXH,Male,Yes,No,0
UI-2153-MREFK,Female,Yes,No,0
UI-2911-WDXMV,Male,No,Yes,0
UI-7206-PQBBZ,Male,Yes,No,1
UI-3106-ULWFW,Female,Yes,No,0
UI-0925-VYDLG,Female,No,No,0
UI-4547-FZJWE,Male,Yes,Yes,0
UI-7422-WNBTY,Male,Yes,No,0
UI-0842-IWYCP,Female,No,No,0
UI-3521-HTQTV,Male,No,No,0
UI-3744-ZBHON,Female,No,No,0
UI-3373-DIUUN,Male,Yes,Yes,0
UI-8383-SGHJU,Female,No,No,0
UI-7607-QKKTJ,Male,Yes,Yes,0
UI-7707-PYBBH,Male,No,No,0
UI-8984-HPEMB,Female,No,No,0
UI-4349-GFQHK,Male,No,No,0
UI-4139-DETXS,Female,Yes,Yes,0
UI-9779-DPNEJ,Female,Yes,Yes,0
UI-9805-FILKB,Male,Yes,Yes,0
UI-5793-YOLJN,Female,Yes,Yes,0
UI-0673-IGUQO,Male,No,No,0
UI-4123-FCVCB,Female,No,No,0
UI-8819-IMISP,Male,No,No,0
UI-7802-EFKNY,Male,Yes,No,0
UI-8311-UEUAB,Female,Yes,Yes,0
UI-5858-EAFCZ,Male,No,No,0
UI-8035-BUYVG,Male,Yes,No,0
UI-1163-ONYEY,Male,Yes,Yes,0
UI-9787-XVQIU,Male,No,No,0
UI-8945-MUQUF,Male,No,No,0
UI-5656-MJEFC,Male,Yes,Yes,0
UI-6082-OQFBA,Male,Yes,Yes,0
UI-8051-HJRLT,Female,No,No,1
UI-8974-OVACP,Female,No,No,0
UI-4010-YLMVT,Female,No,No,0
UI-1379-FRVEB,Male,No,Yes,0
UI-8612-GXIDD,Male,Yes,Yes,0
UI-6288-CHQJB,Female,Yes,Yes,0
UI-8160-HOWOX,Female,No,No,0
UI-3023-GFLBR,Female,Yes,Yes,0
UI-6648-INWPS,Male,Yes,Yes,0
UI-4223-BKEOR,Female,No,Yes,0
UI-4079-VTGLK,Male,Yes,No,1
UI-1763-WQFUK,Male,No,No,0
UI-1391-UBDAR,Male,No,No,0
UI-8894-JVDCV,Female,No,No,0
UI-2023-VQFDL,Male,No,No,0
UI-1345-GKDZZ,Male,No,Yes,0
UI-2014-MKGMH,Female,No,No,0
UI-5628-FCGYG,Male,No,No,0
UI-2560-WBWXF,Male,No,No,0
UI-0248-IPDFW,Female,No,No,0
UI-7978-DKUQH,Female,Yes,No,0
UI-4335-UPJSI,Female,No,Yes,0
UI-0524-IAVZO,Female,Yes,No,0
UI-2737-YNGYW,Female,No,No,0
UI-1784-EZDKJ,Male,Yes,No,0
UI-9297-FVVDH,Female,Yes,Yes,0
UI-8007-YYPWD,Female,No,No,0
UI-7101-HRBLJ,Female,Yes,Yes,0
UI-5159-YFPKQ,Female,No,No,0
UI-6635-CPNUN,Male,Yes,No,0
UI-4021-RQSNY,Male,Yes,No,1
UI-5453-YBTWV,Male,Yes,Yes,0
UI-5039-LZRQT,Female,No,No,0
UI-2931-VUVJN,Female,Yes,No,1
UI-9061-TIHDA,Male,Yes,No,1
UI-8699-ASUFO,Male,Yes,No,1
UI-6418-PIQSP,Female,Yes,No,0
UI-8220-OCUFY,Female,No,No,0
UI-3995-WFCSM,Female,No,No,0
UI-1895-QTKDO,Female,No,No,0
UI-2038-OEQZH,Male,No,No,0
UI-1178-PZGAB,Female,No,No,0
UI-7927-AUXBZ,Female,No,No,0
UI-2626-VEEWG,Male,Yes,Yes,0
UI-2878-RMWXY,Male,Yes,No,1
UI-1657-DYMBM,Male,Yes,No,0
UI-7311-MQJCH,Female,No,No,0
UI-7375-WMVMT,Male,Yes,No,1
UI-1136-XGEQU,Female,Yes,Yes,0
UI-2530-FMFXO,Male,Yes,Yes,0
UI-6844-DZKRF,Male,No,No,0
UI-4695-WJZUE,Female,No,No,1
UI-7619-ODSGN,Male,Yes,Yes,0
UI-5970-GHJAW,Male,Yes,Yes,0
UI-8879-XUAHX,Male,Yes,No,0
UI-3689-MOZGR,Female,No,No,0
UI-4195-PNGZS,Male,Yes,Yes,0
UI-5003-XZWWO,Male,Yes,No,0
UI-3988-RQIXO,Female,No,No,1
UI-7622-FWGEW,Male,Yes,No,1
UI-6922-NCEDI,Male,No,Yes,0
UI-2514-GINMM,Male,No,No,0
UI-9891-NQDBD,Female,Yes,No,0
UI-6131-IUNXN,Female,Yes,Yes,0
UI-8548-AWOFC,Male,Yes,No,0
UI-9798-DRYDS,Female,Yes,Yes,0
UI-8532-UEFWH,Male,Yes,Yes,0
UI-6296-DDOOR,Female,No,No,0
UI-7951-VRDVK,Female,No,No,0
UI-5931-FLJJF,Male,Yes,No,1
UI-4815-YOSUK,Male,Yes,Yes,0
UI-2659-VXMWZ,Male,Yes,Yes,0
UI-0380-NEAVX,Male,No,No,1
UI-3207-OYBWH,Male,Yes,No,1
UI-4285-GYRQC,Female,Yes,No,0
UI-7216-EWTRS,Female,Yes,No,1
UI-4365-MSDYN,Male,Yes,No,0
UI-7036-TYDEC,Female,No,No,0
UI-5802-ADBRC,Female,Yes,No,0
UI-8076-FEZKJ,Male,No,No,0
UI-5197-YPYBZ,Female,Yes,Yes,0
UI-8337-MSSXB,Female,No,No,0
UI-4312-GVYNH,Female,Yes,No,0
UI-8495-LJDFO,Female,No,No,1
UI-0839-JTCUD,Female,Yes,Yes,0
UI-5494-WOZRZ,Female,Yes,Yes,0
UI-1302-UHBDD,Male,No,No,1
UI-2234-EOFPT,Male,Yes,No,0
UI-8619-IJNDK,Female,Yes,Yes,0
UI-8378-LKJAF,Male,Yes,Yes,0
UI-8182-BJDSI,Female,No,No,0
UI-2528-HFYZX,Male,Yes,No,1
UI-1153-GNOLC,Male,No,No,0
UI-3298-QEICA,Female,Yes,Yes,0
UI-0788-DXBFY,Male,Yes,Yes,0
UI-3597-YASZG,Female,Yes,No,1
UI-3496-LFSZU,Male,Yes,No,0
UI-5242-UOWHD,Male,Yes,Yes,0
UI-2482-CZGBB,Male,No,No,0
UI-6479-SZPLM,Male,Yes,Yes,0
UI-8097-VBQTZ,Male,No,No,0
UI-4500-HKANN,Male,Yes,Yes,0
UI-9917-KWRBE,Female,Yes,Yes,0
UI-3420-ZDBMA,Male,No,No,1
UI-2212-LYASK,Male,Yes,Yes,0
UI-1393-IMKZG,Female,No,No,0
UI-8069-RHUXK,Female,Yes,Yes,0
UI-3398-GCPMU,Female,Yes,Yes,1
UI-2908-WGAXL,Female,Yes,Yes,0
UI-3378-AJRAO,Male,Yes,Yes,0
UI-1013-QCWAM,Female,Yes,No,1
UI-0866-QLSIR,Female,No,No,0
UI-6050-FFXES,Female,Yes,No,0
UI-7181-BQYBV,Female,Yes,Yes,0
UI-0362-RAOQO,Female,No,No,0
UI-9554-DFKIC,Male,Yes,Yes,0
UI-5527-ACHSO,Female,No,No,0
UI-0829-DDVLK,Female,No,No,0
UI-1399-UBQIU,Male,No,No,0
UI-1813-JLKWR,Female,Yes,Yes,0
UI-0336-PIKEI,Male,Yes,No,1
UI-7322-OCWHC,Male,Yes,No,1
UI-9537-VHDTA,Female,No,Yes,0
UI-4957-TIALW,Female,No,Yes,0
UI-2054-PJOCK,Female,No,No,0
UI-9150-HEPMB,Male,No,No,0
UI-9030-QGZNL,Female,No,No,0
UI-6204-IEUXJ,Female,No,No,0
UI-3126-WQMGH,Female,Yes,No,0
UI-4529-CKBCL,Female,No,No,0
UI-2506-CLAKW,Female,No,No,0
UI-7176-WRTNX,Male,No,No,0
UI-1583-IHQZE,Male,No,No,0
UI-5732-IKGQH,Male,Yes,No,1
UI-9239-GZHZE,Female,Yes,No,0
UI-7205-BAIAD,Female,No,No,0
UI-0151-ONTOV,Female,No,No,0
UI-4140-MUHUG,Female,No,No,1
UI-0093-EXYQL,Female,No,No,1
UI-8064-RAVOH,Male,No,Yes,0
UI-0219-QAERP,Male,Yes,No,0
UI-0320-JDNQG,Male,Yes,Yes,0
UI-7180-PISOG,Male,Yes,Yes,0
UI-9168-INPSZ,Female,Yes,No,1
UI-3571-RFHAR,Male,No,No,0
UI-0015-UOCOJ,Female,No,No,1
UI-5334-AFQJB,Male,No,No,1
UI-2754-SDJRD,Female,No,No,1
UI-9578-VRMNM,Female,No,No,0
UI-1587-FKLZB,Male,Yes,Yes,1
UI-6140-QNRQQ,Male,No,No,0
UI-8963-JLGJT,Male,No,Yes,0
UI-4307-KTUMW,Male,Yes,No,0
UI-1465-LNTLJ,Male,Yes,No,1
UI-5440-FLBQG,Male,Yes,No,1
UI-2135-DQWAQ,Female,No,No,0
UI-4056-QHXHZ,Female,Yes,Yes,0
UI-7470-MCQTK,Female,Yes,No,0
UI-7488-MXJIV,Female,No,No,0
UI-7401-JIXNM,Female,Yes,Yes,0
UI-9339-FIIJL,Male,Yes,No,0
UI-2027-FECZV,Male,No,No,0
UI-2672-DZUOY,Male,No,No,0
UI-4706-DGAHW,Male,No,No,1
UI-3870-MQAMG,Female,Yes,No,0
UI-6670-MFRPK,Male,Yes,Yes,0
UI-6177-PEVRA,Female,No,No,0
UI-4800-CZMPC,Female,Yes,Yes,0
UI-4813-HQMGZ,Female,Yes,No,0
UI-7579-KKLOE,Male,Yes,Yes,0
UI-7377-DMMRI,Male,No,No,0
UI-8402-EIVQS,Male,Yes,No,0
UI-4947-DSMXK,Male,Yes,Yes,0
UI-7245-NIIWQ,Female,No,No,0
UI-0002-ORFBO,Female,Yes,Yes,0
UI-3324-OIRTO,Male,Yes,Yes,0
UI-5414-OFQCB,Male,No,No,0
UI-4967-WPNCF,Male,No,No,0
UI-8552-OBVRU,Female,Yes,Yes,1
UI-8499-BRXTD,Male,No,No,0
UI-9154-QDGTH,Male,Yes,Yes,0
UI-8197-BFWVU,Female,Yes,Yes,0
UI-2577-GVSIL,Male,Yes,Yes,0
UI-9367-OIUXP,Male,No,No,0
UI-6770-UAYGJ,Female,Yes,Yes,0
UI-6463-HHXJR,Female,Yes,Yes,0
UI-7928-VJYAB,Male,Yes,Yes,0
UI-1187-WILMM,Male,Yes,Yes,0
UI-9776-OJUZI,Female,No,No,1
UI-1306-RPWXZ,Female,No,Yes,0
UI-8949-JTMAY,Female,No,No,0
UI-2774-LVQUS,Female,Yes,No,1
UI-3097-PYWXL,Female,Yes,Yes,0
UI-2266-SJNAT,Female,Yes,No,0
UI-0869-PAPRP,Female,Yes,No,1
UI-4238-JSSWH,Female,Yes,No,1
UI-2972-YDYUW,Female,No,No,0
UI-1104-FEJAM,Male,Yes,Yes,0
UI-2809-ILCYT,Female,Yes,No,0
UI-5499-ECUTN,Female,Yes,No,0
UI-4981-FLTMF,Female,Yes,Yes,0
UI-9121-PHQSR,Male,Yes,No,1
UI-3113-IWHLC,Male,No,No,0
UI-3211-ILJTT,Male,Yes,No,0
UI-4612-THJBS,Female,No,No,1
UI-4277-BWBML,Male,Yes,Yes,0
UI-4094-NSEDU,Female,No,No,1
UI-0234-TEVTT,Female,Yes,Yes,0
UI-4304-TSPVK,Female,Yes,No,0
UI-1552-AAGRX,Female,No,No,0
UI-2637-FKFSY,Female,Yes,No,0
UI-9796-MVYXX,Female,No,No,1
UI-7874-ECPQJ,Female,No,Yes,0
UI-0020-INWCK,Female,Yes,Yes,0
UI-7089-RKVSZ,Male,Yes,Yes,0
UI-2683-JXWQQ,Male,Yes,Yes,0
UI-9548-ZMVTX,Male,Yes,Yes,0
UI-8739-XNIKG,Female,No,No,0
UI-9755-JHNMN,Female,No,No,0
UI-3981-QSVQI,Male,No,No,0
UI-2789-HQBOU,Male,No,No,0
UI-9424-CMPOG,Male,Yes,Yes,0
UI-5067-WJEUN,Male,Yes,Yes,0
UI-3450-WXOAT,Male,No,No,0
UI-9251-WNSOD,Female,Yes,No,0
UI-6974-DAFLI,Female,Yes,No,0
UI-2616-UUTFK,Male,Yes,No,0
UI-7064-JHXCE,Male,Yes,Yes,0
UI-5103-MHMHY,Female,No,Yes,0
UI-7989-AWGEH,Male,Yes,Yes,0
UI-4373-VVHQL,Male,No,No,0
UI-4559-UWIHT,Male,Yes,No,0
UI-7268-IGMFD,Male,No,No,1
UI-1846-XWOQN,Female,No,No,1
UI-0235-KGSLC,Female,No,No,0
UI-6650-BWFRT,Female,Yes,No,0
UI-9570-KYEUA,Male,No,No,0
UI-6993-YGFJV,Male,Yes,No,0
UI-2712-SYWAY,Female,No,No,0
UI-0730-BGQGF,Male,Yes,Yes,0
UI-5498-IBWPI,Female,Yes,Yes,0
UI-9101-NTIXF,Male,No,No,0
UI-0013-SMEOE,Female,Yes,No,1
UI-9314-QDMDW,Male,No,No,0
UI-9308-ANMVE,Male,No,Yes,0
UI-2884-GBPFB,Female,Yes,No,0
UI-3757-NJYBX,Male,Yes,No,1
UI-3413-DHLPB,Male,Yes,Yes,0
UI-7649-PHJVR,Male,No,No,0
UI-6114-TCFID,Female,No,No,0
UI-3787-TRIAL,Male,Yes,Yes,0
UI-2573-GYRUU,Male,Yes,No,1
UI-5156-UMKOW,Female,No,Yes,0
UI-1247-QBVSH,Female,Yes,Yes,0
UI-6734-GMPVK,Male,No,No,0
UI-9822-OAOVB,Female,No,No,0
UI-6161-ERDGD,Male,Yes,Yes,0
UI-1226-JZNKR,Female,Yes,Yes,0
UI-7318-EIVKO,Male,No,No,0
UI-3771-PZOBW,Male,No,No,0
UI-5136-KCKGI,Female,Yes,Yes,0
UI-8231-BSWXX,Male,No,No,0
UI-6486-LHTMA,Female,Yes,No,1
UI-4083-BFNYK,Female,Yes,No,1
UI-3722-WPXTK,Male,No,No,0
UI-7389-KBFIT,Female,Yes,Yes,0
UI-7176-WIONM,Female,Yes,No,0
UI-5141-ZUVBH,Female,No,Yes,0
UI-1089-HDMKP,Male,No,Yes,1
UI-7623-HKYRK,Male,No,Yes,0
UI-0310-SUCIN,Female,Yes,No,0
UI-5197-PYEPU,Female,Yes,Yes,0
UI-2929-ERCFZ,Female,Yes,Yes,0
UI-7548-SEPYI,Female,No,No,0
UI-8835-VSDSE,Female,Yes,No,0
UI-6619-RPLQZ,Female,Yes,Yes,0
UI-3275-RHRNE,Male,Yes,Yes,0
UI-3503-TYDAY,Female,Yes,No,0
